usuario_id,region,fruta,mes,entrante
1,1,manzana,1,2250
1,1,limon,1,1500
1,1,naranja,1,750
1,1,melon,1,7200
1,1,naranja,3,2500
1,1,melon,3,3900
1,1,manzana,4,150
1,1,limon,4,1500
1,1,kiwi,4,1600
1,1,melon,4,1500
1,1,manzana,5,2100
1,1,kiwi,5,1800
1,1,naranja,5,3750
1,1,manzana,6,4350
1,1,kiwi,6,3400
1,1,manzana,7,3600
1,1,kiwi,7,3000
1,1,naranja,7,8750
1,1,manzana,8,4650
1,1,limon,8,3450
1,1,kiwi,8,3000
1,1,naranja,8,2250
1,1,manzana,9,750
1,1,limon,9,1050
1,1,kiwi,9,3400
1,1,naranja,9,3500
1,1,manzana,11,150
1,1,limon,11,2250
1,1,naranja,11,1000
1,1,melon,11,4200
1,1,manzana,12,1950
1,1,limon,12,300
1,1,kiwi,12,1400
1,1,naranja,12,750
1,1,melon,12,5100
1,2,manzana,1,1500
1,2,limon,1,5400
1,2,melon,1,22200
1,2,manzana,3,1350
1,2,limon,3,4650
1,2,kiwi,3,2800
1,2,naranja,3,3500
1,2,melon,3,6900
1,2,manzana,4,8100
1,2,limon,4,3600
1,2,kiwi,4,7600
1,2,naranja,4,7250
1,2,melon,4,3600
1,2,manzana,5,4950
1,2,limon,5,6450
1,2,kiwi,5,12800
1,2,naranja,5,10250
1,2,manzana,6,10950
1,2,limon,6,4950
1,2,kiwi,6,9600
1,2,naranja,6,7500
1,2,manzana,7,9750
1,2,limon,7,9750
1,2,kiwi,7,6800
1,2,naranja,7,5750
1,2,manzana,9,9750
1,2,limon,9,9150
1,2,kiwi,9,12400
1,2,naranja,9,10000
1,2,melon,9,2100
1,2,manzana,10,9750
1,2,limon,10,4500
1,2,kiwi,10,7200
1,2,naranja,10,17250
1,2,manzana,11,9150
1,2,limon,11,3600
1,2,kiwi,11,6800
1,2,naranja,11,12000
1,2,melon,11,9300
1,2,manzana,12,2400
1,2,limon,12,8250
1,2,kiwi,12,7400
1,2,naranja,12,12750
1,2,melon,12,5400
2,1,limon,1,1350
2,1,naranja,1,2000
2,1,melon,1,8400
2,1,limon,2,4500
2,1,kiwi,2,400
2,1,melon,2,9300
2,1,manzana,3,2250
2,1,limon,3,4200
2,1,kiwi,3,400
2,1,melon,3,11400
2,1,manzana,4,2100
2,1,limon,4,2250
2,1,kiwi,4,4000
2,1,naranja,4,2750
2,1,melon,4,4500
2,1,manzana,5,2850
2,1,limon,5,5850
2,1,kiwi,5,3200
2,1,naranja,5,4750
2,1,manzana,6,2850
2,1,limon,6,450
2,1,kiwi,6,1200
2,1,naranja,6,4000
2,1,manzana,7,3150
2,1,kiwi,7,5800
2,1,naranja,7,11750
2,1,manzana,8,900
2,1,limon,8,600
2,1,kiwi,8,2200
2,1,naranja,8,11500
2,1,manzana,10,1500
2,1,limon,10,150
2,1,naranja,10,250
2,1,manzana,11,1650
2,1,limon,11,1200
2,1,kiwi,11,2000
2,1,melon,11,3600
2,1,limon,12,1200
2,1,kiwi,12,2400
2,1,melon,12,5100
2,2,manzana,1,1650
2,2,limon,1,6900
2,2,naranja,1,1750
2,2,melon,1,17700
2,2,manzana,2,300
2,2,limon,2,3900
2,2,kiwi,2,3000
2,2,naranja,2,5750
2,2,melon,2,19800
2,2,manzana,3,1800
2,2,limon,3,4500
2,2,kiwi,3,400
2,2,naranja,3,4000
2,2,melon,3,9900
2,2,manzana,5,11250
2,2,limon,5,2400
2,2,kiwi,5,12200
2,2,naranja,5,9750
2,2,melon,5,300
2,2,manzana,6,8700
2,2,limon,6,6450
2,2,kiwi,6,6800
2,2,naranja,6,16000
2,2,melon,6,5700
2,2,manzana,7,6300
2,2,limon,7,6150
2,2,kiwi,7,9600
2,2,naranja,7,18500
2,2,melon,7,4200
2,2,manzana,8,10500
2,2,limon,8,9150
2,2,kiwi,8,10200
2,2,naranja,8,8000
2,2,melon,8,2400
2,2,manzana,9,6300
2,2,limon,9,2400
2,2,kiwi,9,15200
2,2,naranja,9,22250
2,2,manzana,11,3750
2,2,limon,11,7500
2,2,kiwi,11,5400
2,2,naranja,11,10500
2,2,melon,11,14700
2,2,manzana,12,3150
2,2,limon,12,8550
2,2,kiwi,12,1400
2,2,naranja,12,16750
2,2,melon,12,1200
3,1,limon,1,2100
3,1,kiwi,1,2400
3,1,naranja,1,1000
3,1,melon,1,13800
3,1,manzana,2,1950
3,1,limon,2,2100
3,1,melon,2,7800
3,1,manzana,3,600
3,1,limon,3,5400
3,1,kiwi,3,2000
3,1,melon,3,7500
3,1,manzana,4,2850
3,1,limon,4,3150
3,1,melon,4,6900
3,1,manzana,5,2850
3,1,limon,5,2250
3,1,kiwi,5,2400
3,1,naranja,5,1000
3,1,manzana,6,2100
3,1,limon,6,1800
3,1,naranja,6,6000
3,1,manzana,7,900
3,1,kiwi,7,3400
3,1,naranja,7,1000
3,1,manzana,8,900
3,1,limon,8,1800
3,1,kiwi,8,5000
3,1,naranja,8,2500
3,1,manzana,9,1950
3,1,limon,9,1800
3,1,kiwi,9,3200
3,1,naranja,9,2750
3,1,manzana,10,300
3,1,kiwi,10,3000
3,1,naranja,10,750
3,1,manzana,11,1950
3,1,limon,11,2400
3,1,melon,11,2400
3,1,limon,12,2250
3,1,naranja,12,1500
3,2,limon,1,1950
3,2,naranja,1,8250
3,2,melon,1,16200
3,2,manzana,2,2400
3,2,limon,2,3750
3,2,kiwi,2,3000
3,2,naranja,2,2500
3,2,melon,2,24000
3,2,manzana,3,3150
3,2,limon,3,5400
3,2,kiwi,3,4400
3,2,naranja,3,7000
3,2,melon,3,16200
3,2,manzana,4,3750
3,2,limon,4,7200
3,2,kiwi,4,9000
3,2,naranja,4,6250
3,2,melon,4,6000
3,2,manzana,5,8850
3,2,limon,5,4350
3,2,kiwi,5,11600
3,2,naranja,5,20250
3,2,manzana,6,13650
3,2,limon,6,1800
3,2,kiwi,6,7400
3,2,naranja,6,13750
3,2,melon,6,4800
3,2,manzana,7,7650
3,2,limon,7,12600
3,2,kiwi,7,9400
3,2,naranja,7,16000
3,2,manzana,8,8550
3,2,limon,8,3600
3,2,kiwi,8,8000
3,2,naranja,8,20750
3,2,manzana,9,8700
3,2,limon,9,12000
3,2,kiwi,9,8000
3,2,naranja,9,13500
3,2,melon,9,2700
3,2,manzana,10,8100
3,2,limon,10,9000
3,2,kiwi,10,3600
3,2,naranja,10,17500
3,2,melon,10,4200
3,2,manzana,11,3000
3,2,limon,11,9300
3,2,kiwi,11,11000
3,2,naranja,11,11500
3,2,melon,11,11400
3,2,manzana,12,6300
3,2,limon,12,6600
3,2,kiwi,12,7000
3,2,naranja,12,14000
3,2,melon,12,3000
4,1,manzana,1,1800
4,1,limon,1,1950
4,1,kiwi,1,1400
4,1,melon,1,10500
4,1,limon,2,2550
4,1,naranja,2,3750
4,1,melon,2,3900
4,1,manzana,3,450
4,1,limon,3,4800
4,1,naranja,3,1250
4,1,melon,3,6300
4,1,manzana,4,3450
4,1,limon,4,1800
4,1,kiwi,4,4200
4,1,naranja,4,2000
4,1,melon,4,7800
4,1,manzana,5,3300
4,1,limon,5,2250
4,1,kiwi,5,4800
4,1,naranja,5,7750
4,1,manzana,7,3600
4,1,limon,7,2100
4,1,kiwi,7,5400
4,1,naranja,7,11500
4,1,manzana,8,900
4,1,limon,8,150
4,1,kiwi,8,2800
4,1,naranja,8,5250
4,1,manzana,9,4950
4,1,limon,9,450
4,1,kiwi,9,1200
4,1,naranja,9,3250
4,1,manzana,10,750
4,1,limon,10,2100
4,1,naranja,10,2250
4,1,limon,12,2100
4,1,naranja,12,3250
4,1,melon,12,2100
4,2,manzana,1,2550
